instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,last_modified
2946,2011-05-07,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,148.0,230,378,2023-03-23 02:00:13.197726
2947,2011-05-07,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,119.0,223,342,2023-03-23 02:00:13.197726
2948,2011-05-07,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,0.2239,138.0,216,354,2023-03-23 02:00:13.197726
2949,2011-05-07,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114.0,175,289,2023-03-23 02:00:13.197726
2950,2011-05-07,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,88.0,179,267,2023-03-23 02:00:13.197726
2951,2011-05-07,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,82.0,137,219,2023-03-23 02:00:13.197726
2952,2011-05-07,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,0.2239,58.0,124,182,2023-03-23 02:00:13.197726
2953,2011-05-07,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,26.0,94,120,2023-03-23 02:00:13.197726
2954,2011-05-07,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,30.0,89,119,2023-03-23 02:00:13.197726
2955,2011-05-08,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,22.0,78,100,2023-03-23 02:00:13.197726
2956,2011-05-08,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0.0,8.0,56,64,2023-03-23 02:00:13.197726
2957,2011-05-08,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17.0,42,59,2023-03-23 02:00:13.197726
2958,2011-05-08,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,10.0,21,31,2023-03-23 02:00:13.197726
2959,2011-05-08,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,2.0,8,10,2023-03-23 02:00:13.197726
2960,2011-05-08,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0.0,0.0,5,5,2023-03-23 02:00:13.197726
2961,2011-05-08,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0.0,2.0,4,6,2023-03-23 02:00:13.197726
2962,2011-05-08,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0.0,8.0,15,23,2023-03-23 02:00:13.197726
2963,2011-05-08,2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,28.0,58,86,2023-03-23 02:00:13.197726
2964,2011-05-08,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48.0,112,160,2023-03-23 02:00:13.197726
2965,2011-05-08,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,91.0,153,244,2023-03-23 02:00:13.197726
2966,2011-05-08,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142.0,198,340,2023-03-23 02:00:13.197726
2967,2011-05-08,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,139.0,243,382,2023-03-23 02:00:13.197726
2968,2011-05-08,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,166.0,224,390,2023-03-23 02:00:13.197726
2969,2011-05-08,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0.0,126.0,240,366,2023-03-23 02:00:13.197726
2970,2011-05-08,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0.0,128.0,230,358,2023-03-23 02:00:13.197726
2971,2011-05-08,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,122.0,263,385,2023-03-23 02:00:13.197726
2972,2011-05-08,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106.0,245,351,2023-03-23 02:00:13.197726
2973,2011-05-08,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0.0,63.0,205,268,2023-03-23 02:00:13.197726
2974,2011-05-08,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0.0,61.0,178,239,2023-03-23 02:00:13.197726
2975,2011-05-08,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42.0,132,174,2023-03-23 02:00:13.197726
2976,2011-05-08,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,32.0,95,127,2023-03-23 02:00:13.197726
2977,2011-05-08,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,29.0,86,115,2023-03-23 02:00:13.197726
2978,2011-05-08,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9.0,41,50,2023-03-23 02:00:13.197726
2979,2011-05-09,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,31.0,22,53,2023-03-23 02:00:13.197726
2980,2011-05-09,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0.0,25.0,8,33,2023-03-23 02:00:13.197726
2981,2011-05-09,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0.0,6.0,2,8,2023-03-23 02:00:13.197726
2982,2011-05-09,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0.0,7,7,2023-03-23 02:00:13.197726
2983,2011-05-09,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0.0,4,4,2023-03-23 02:00:13.197726
2984,2011-05-09,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,0.0,23,23,2023-03-23 02:00:13.197726
2985,2011-05-09,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2.0,87,89,2023-03-23 02:00:13.197726
2986,2011-05-09,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16.0,221,237,2023-03-23 02:00:13.197726
2987,2011-05-09,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23.0,351,374,2023-03-23 02:00:13.197726
2988,2011-05-09,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36.0,142,178,2023-03-23 02:00:13.197726
2989,2011-05-09,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,24.0,95,119,2023-03-23 02:00:13.197726
2990,2011-05-09,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26.0,99,125,2023-03-23 02:00:13.197726
2991,2011-05-09,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,35.0,160,195,2023-03-23 02:00:13.197726
2992,2011-05-09,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36.0,138,174,2023-03-23 02:00:13.197726
2993,2011-05-09,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,44.0,118,162,2023-03-23 02:00:13.197726
2994,2011-05-09,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51.0,148,199,2023-03-23 02:00:13.197726
2995,2011-05-09,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,49.0,255,304,2023-03-23 02:00:13.197726
2996,2011-05-09,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,59.0,539,598,2023-03-23 02:00:13.197726
2997,2011-05-09,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,66.0,458,524,2023-03-23 02:00:13.197726
2998,2011-05-09,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,45.0,339,384,2023-03-23 02:00:13.197726
2999,2011-05-09,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,25.0,214,239,2023-03-23 02:00:13.197726
3000,2011-05-09,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28.0,128,156,2023-03-23 02:00:13.197726
3001,2011-05-09,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21.0,95,116,2023-03-23 02:00:13.197726
3002,2011-05-09,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16.0,45,61,2023-03-23 02:00:13.197726
3003,2011-05-10,2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0.0,6.0,12,18,2023-03-23 02:00:13.197726
3004,2011-05-10,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3.0,12,15,2023-03-23 02:00:13.197726
3005,2011-05-10,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1.0,4,5,2023-03-23 02:00:13.197726
3006,2011-05-10,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,1.0,3,4,2023-03-23 02:00:13.197726
3007,2011-05-10,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0.0,2,2,2023-03-23 02:00:13.197726
3008,2011-05-10,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1.0,28,29,2023-03-23 02:00:13.197726
3009,2011-05-10,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9.0,103,112,2023-03-23 02:00:13.197726
3010,2011-05-10,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13.0,301,314,2023-03-23 02:00:13.197726
3011,2011-05-10,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28.0,397,425,2023-03-23 02:00:13.197726
3012,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29.0,176,205,2023-03-23 02:00:13.197726
3013,2011-05-10,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27.0,100,127,2023-03-23 02:00:13.197726
3014,2011-05-10,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17.0,108,125,2023-03-23 02:00:13.197726
3015,2011-05-10,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,47.0,170,217,2023-03-23 02:00:13.197726
3016,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50.0,152,202,2023-03-23 02:00:13.197726
3017,2011-05-10,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,42.0,134,176,2023-03-23 02:00:13.197726
3018,2011-05-10,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28.0,152,180,2023-03-23 02:00:13.197726
3019,2011-05-10,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56.0,271,327,2023-03-23 02:00:13.197726
3020,2011-05-10,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,79.0,532,611,2023-03-23 02:00:13.197726
3021,2011-05-10,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70.0,480,550,2023-03-23 02:00:13.197726
3022,2011-05-10,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69.0,365,434,2023-03-23 02:00:13.197726
3023,2011-05-10,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50.0,241,291,2023-03-23 02:00:13.197726
3024,2011-05-10,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,30.0,173,203,2023-03-23 02:00:13.197726
3025,2011-05-10,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29.0,121,150,2023-03-23 02:00:13.197726
3026,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9.0,72,81,2023-03-23 02:00:13.197726
3027,2011-05-11,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8.0,30,38,2023-03-23 02:00:13.197726
3028,2011-05-11,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4.0,16,20,2023-03-23 02:00:13.197726
3029,2011-05-11,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0.0,6.0,4,10,2023-03-23 02:00:13.197726
3030,2011-05-11,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0.0,3,3,2023-03-23 02:00:13.197726
3031,2011-05-11,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0.0,2,2,2023-03-23 02:00:13.197726
3032,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0.0,20,20,2023-03-23 02:00:13.197726
3033,2011-05-11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6.0,93,99,2023-03-23 02:00:13.197726
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25.0,293,318,2023-03-23 02:00:13.197726
3035,2011-05-11,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21.0,421,442,2023-03-23 02:00:13.197726
3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21.0,182,203,2023-03-23 02:00:13.197726
3037,2011-05-11,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30.0,124,154,2023-03-23 02:00:13.197726
3038,2011-05-11,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18.0,123,141,2023-03-23 02:00:13.197726
3039,2011-05-11,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,41.0,185,226,2023-03-23 02:00:13.197726
3040,2011-05-11,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,36.0,157,193,2023-03-23 02:00:13.197726
3041,2011-05-11,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36.0,141,177,2023-03-23 02:00:13.197726
3042,2011-05-11,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,48.0,131,179,2023-03-23 02:00:13.197726
3043,2011-05-11,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,49.0,240,289,2023-03-23 02:00:13.197726
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17.0,242,259,2023-03-23 02:00:13.197726
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40.0,234,274,2023-03-23 02:00:13.197726
3046,2011-05-11,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60.0,341,401,2023-03-23 02:00:13.197726
3047,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28.0,245,273,2023-03-23 02:00:13.197726
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32.0,202,234,2023-03-23 02:00:13.197726
3049,2011-05-11,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12.0,134,146,2023-03-23 02:00:13.197726
3050,2011-05-11,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12.0,69,81,2023-03-23 02:00:13.197726
3051,2011-05-12,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5.0,39,44,2023-03-23 02:00:13.197726
3052,2011-05-12,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1.0,16,17,2023-03-23 02:00:13.197726
3053,2011-05-12,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1.0,14,15,2023-03-23 02:00:13.197726
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0.0,5,5,2023-03-23 02:00:13.197726
3055,2011-05-12,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1.0,5,6,2023-03-23 02:00:13.197726
3056,2011-05-12,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2.0,27,29,2023-03-23 02:00:13.197726
3057,2011-05-12,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,9.0,103,112,2023-03-23 02:00:13.197726
3058,2011-05-12,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14.0,283,297,2023-03-23 02:00:13.197726
3059,2011-05-12,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27.0,394,421,2023-03-23 02:00:13.197726
3060,2011-05-12,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21.0,191,212,2023-03-23 02:00:13.197726
3061,2011-05-12,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28.0,119,147,2023-03-23 02:00:13.197726
3062,2011-05-12,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43.0,136,179,2023-03-23 02:00:13.197726
3063,2011-05-12,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43.0,164,207,2023-03-23 02:00:13.197726
3064,2011-05-12,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48.0,170,218,2023-03-23 02:00:13.197726
3065,2011-05-12,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43.0,148,191,2023-03-23 02:00:13.197726
3066,2011-05-12,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54.0,163,217,2023-03-23 02:00:13.197726
3067,2011-05-12,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50.0,238,288,2023-03-23 02:00:13.197726
3068,2011-05-12,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,54.0,540,594,2023-03-23 02:00:13.197726
3069,2011-05-12,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64.0,463,527,2023-03-23 02:00:13.197726
3070,2011-05-12,2,0,5,19,0,4,1,2,0.6,0.6061,0.64,0.194,59.0,305,364,2023-03-23 02:00:13.197726
3071,2011-05-12,2,0,5,20,0,4,1,1,0.6,0.6061,0.64,0.194,56.0,220,276,2023-03-23 02:00:13.197726
3072,2011-05-12,2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,31.0,192,223,2023-03-23 02:00:13.197726
3073,2011-05-12,2,0,5,22,0,4,1,1,0.54,0.5152,0.83,0.194,25.0,147,172,2023-03-23 02:00:13.197726
3074,2011-05-12,2,0,5,23,0,4,1,2,0.54,0.5152,0.77,0.194,16.0,87,103,2023-03-23 02:00:13.197726
3075,2011-05-13,2,0,5,0,0,5,1,2,0.52,0.5,0.83,0.1642,6.0,46,52,2023-03-23 02:00:13.197726
3076,2011-05-13,2,0,5,1,0,5,1,1,0.52,0.5,0.83,0.1642,5.0,15,20,2023-03-23 02:00:13.197726
3077,2011-05-13,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3.0,8,11,2023-03-23 02:00:13.197726
3078,2011-05-13,2,0,5,3,0,5,1,2,0.5,0.4848,0.88,0.1343,2.0,2,4,2023-03-23 02:00:13.197726
3079,2011-05-13,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2.0,3,5,2023-03-23 02:00:13.197726
3080,2011-05-13,2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,1.0,24,25,2023-03-23 02:00:13.197726
3081,2011-05-13,2,0,5,6,0,5,1,3,0.5,0.4848,0.88,0.1343,6.0,76,82,2023-03-23 02:00:13.197726
3082,2011-05-13,2,0,5,7,0,5,1,3,0.5,0.4848,0.88,0.1642,16.0,141,157,2023-03-23 02:00:13.197726
3083,2011-05-13,2,0,5,8,0,5,1,2,0.5,0.4848,0.88,0.194,26.0,361,387,2023-03-23 02:00:13.197726
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.194,18.0,215,233,2023-03-23 02:00:13.197726
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31.0,99,130,2023-03-23 02:00:13.197726
3086,2011-05-13,2,0,5,11,0,5,1,2,0.52,0.5,0.83,0.1642,56.0,90,146,2023-03-23 02:00:13.197726
3087,2011-05-13,2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,53.0,170,223,2023-03-23 02:00:13.197726
3088,2011-05-13,2,0,5,13,0,5,1,2,0.52,0.5,0.88,0.3881,69.0,157,226,2023-03-23 02:00:13.197726
3089,2011-05-13,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70.0,120,190,2023-03-23 02:00:13.197726
3090,2011-05-13,2,0,5,15,0,5,1,2,0.52,0.5,0.88,0.1642,56.0,142,198,2023-03-23 02:00:13.197726
3091,2011-05-13,2,0,5,16,0,5,1,2,0.52,0.5,0.88,0.1343,44.0,256,300,2023-03-23 02:00:13.197726
3092,2011-05-13,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62.0,429,491,2023-03-23 02:00:13.197726
3093,2011-05-13,2,0,5,18,0,5,1,3,0.52,0.5,0.88,0.1642,39.0,359,398,2023-03-23 02:00:13.197726
3094,2011-05-13,2,0,5,19,0,5,1,2,0.52,0.5,0.83,0.194,25.0,245,270,2023-03-23 02:00:13.197726
3095,2011-05-13,2,0,5,20,0,5,1,2,0.52,0.5,0.83,0.1343,22.0,130,152,2023-03-23 02:00:13.197726
3096,2011-05-13,2,0,5,21,0,5,1,2,0.52,0.5,0.84,0.1642,24.0,130,154,2023-03-23 02:00:13.197726
3097,2011-05-13,2,0,5,22,0,5,1,2,0.52,0.5,0.83,0.2239,25.0,107,132,2023-03-23 02:00:13.197726
3098,2011-05-13,2,0,5,23,0,5,1,3,0.5,0.4848,0.88,0.1642,31.0,88,119,2023-03-23 02:00:13.197726
3099,2011-05-14,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,24.0,78,102,2023-03-23 02:00:13.197726
3100,2011-05-14,2,0,5,1,0,6,0,2,0.5,0.4848,0.88,0.1343,18.0,64,82,2023-03-23 02:00:13.197726
3101,2011-05-14,2,0,5,2,0,6,0,2,0.5,0.4848,0.88,0.1343,15.0,37,52,2023-03-23 02:00:13.197726
3102,2011-05-14,2,0,5,3,0,6,0,2,0.5,0.4848,0.88,0.1343,5.0,30,35,2023-03-23 02:00:13.197726
3103,2011-05-14,2,0,5,4,0,6,0,2,0.5,0.4848,0.82,0.1642,1.0,4,5,2023-03-23 02:00:13.197726
3104,2011-05-14,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7.0,7,14,2023-03-23 02:00:13.197726
3105,2011-05-14,2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,2.0,9,11,2023-03-23 02:00:13.197726
3106,2011-05-14,2,0,5,7,0,6,0,3,0.48,0.4697,1.0,0.0,4.0,28,32,2023-03-23 02:00:13.197726
3107,2011-05-14,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0.0,16.0,72,88,2023-03-23 02:00:13.197726
3108,2011-05-14,2,0,5,9,0,6,0,2,0.52,0.5,0.94,0.0896,14.0,86,100,2023-03-23 02:00:13.197726
3109,2011-05-14,2,0,5,10,0,6,0,2,0.52,0.5,0.94,0.1642,34.0,133,167,2023-03-23 02:00:13.197726
3110,2011-05-14,2,0,5,11,0,6,0,2,0.52,0.5,0.94,0.1343,72.0,207,279,2023-03-23 02:00:13.197726
3111,2011-05-14,2,0,5,12,0,6,0,3,0.52,0.5,1.0,0.0896,75.0,204,279,2023-03-23 02:00:13.197726
3112,2011-05-14,2,0,5,13,0,6,0,3,0.52,0.5,1.0,0.0896,68.0,180,248,2023-03-23 02:00:13.197726
3113,2011-05-14,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,57.0,159,216,2023-03-23 02:00:13.197726
3114,2011-05-14,2,0,5,15,0,6,0,2,0.54,0.5152,0.94,0.1642,73.0,221,294,2023-03-23 02:00:13.197726
3115,2011-05-14,2,0,5,16,0,6,0,2,0.54,0.5152,0.94,0.194,107.0,188,295,2023-03-23 02:00:13.197726
3116,2011-05-14,2,0,5,17,0,6,0,2,0.56,0.5303,0.88,0.194,78.0,194,272,2023-03-23 02:00:13.197726
3117,2011-05-14,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88.0,216,304,2023-03-23 02:00:13.197726
3118,2011-05-14,2,0,5,19,0,6,0,3,0.54,0.5152,0.94,0.1343,69.0,179,248,2023-03-23 02:00:13.197726
3119,2011-05-14,2,0,5,20,0,6,0,3,0.54,0.5152,0.94,0.1343,42.0,115,157,2023-03-23 02:00:13.197726
3120,2011-05-14,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,15.0,44,59,2023-03-23 02:00:13.197726
3121,2011-05-14,2,0,5,22,0,6,0,3,0.54,0.5152,0.94,0.1642,7.0,19,26,2023-03-23 02:00:13.197726
3122,2011-05-14,2,0,5,23,0,6,0,3,0.52,0.5,1.0,0.194,11.0,33,44,2023-03-23 02:00:13.197726
3123,2011-05-15,2,0,5,0,0,0,0,2,0.52,0.5,1.0,0.0,5.0,34,39,2023-03-23 02:00:13.197726
3124,2011-05-15,2,0,5,1,0,0,0,2,0.52,0.5,1.0,0.1045,4.0,43,47,2023-03-23 02:00:13.197726
3125,2011-05-15,2,0,5,2,0,0,0,2,0.52,0.5,1.0,0.1343,13.0,37,50,2023-03-23 02:00:13.197726
3126,2011-05-15,2,0,5,3,0,0,0,2,0.52,0.5,1.0,0.0,11.0,21,32,2023-03-23 02:00:13.197726
3127,2011-05-15,2,0,5,4,0,0,0,2,0.52,0.5,1.0,0.0,5.0,8,13,2023-03-23 02:00:13.197726
3128,2011-05-15,2,0,5,5,0,0,0,3,0.52,0.5,1.0,0.1045,3.0,11,14,2023-03-23 02:00:13.197726
3129,2011-05-15,2,0,5,6,0,0,0,2,0.52,0.5,1.0,0.1343,3.0,14,17,2023-03-23 02:00:13.197726
3130,2011-05-15,2,0,5,7,0,0,0,2,0.52,0.5,1.0,0.1343,4.0,38,42,2023-03-23 02:00:13.197726
3131,2011-05-15,2,0,5,8,0,0,0,2,0.54,0.5152,0.94,0.1343,24.0,46,70,2023-03-23 02:00:13.197726
3132,2011-05-15,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,36.0,98,134,2023-03-23 02:00:13.197726
3133,2011-05-15,2,0,5,10,0,0,0,1,0.58,0.5455,0.83,0.2239,73.0,153,226,2023-03-23 02:00:13.197726
3134,2011-05-15,2,0,5,11,0,0,0,1,0.6,0.5758,0.78,0.2239,120.0,202,322,2023-03-23 02:00:13.197726
3135,2011-05-15,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,120.0,247,367,2023-03-23 02:00:13.197726
3136,2011-05-15,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195.0,261,456,2023-03-23 02:00:13.197726
3137,2011-05-15,2,0,5,14,0,0,0,1,0.64,0.6061,0.73,0.194,183.0,254,437,2023-03-23 02:00:13.197726
3138,2011-05-15,2,0,5,15,0,0,0,1,0.66,0.6212,0.69,0.2537,206.0,253,459,2023-03-23 02:00:13.197726
3139,2011-05-15,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158.0,282,440,2023-03-23 02:00:13.197726
3140,2011-05-15,2,0,5,17,0,0,0,3,0.56,0.5303,0.78,0.3582,137.0,255,392,2023-03-23 02:00:13.197726
3141,2011-05-15,2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,60.0,177,237,2023-03-23 02:00:13.197726
3142,2011-05-15,2,0,5,19,0,0,0,1,0.56,0.5303,0.83,0.1045,78.0,153,231,2023-03-23 02:00:13.197726
3143,2011-05-15,2,0,5,20,0,0,0,1,0.54,0.5152,0.88,0.0,53.0,138,191,2023-03-23 02:00:13.197726
3144,2011-05-15,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0.0,44.0,107,151,2023-03-23 02:00:13.197726
3145,2011-05-15,2,0,5,22,0,0,0,1,0.56,0.5303,0.83,0.0,29.0,88,117,2023-03-23 02:00:13.197726
3146,2011-05-15,2,0,5,23,0,0,0,1,0.54,0.5152,0.88,0.2239,18.0,51,69,2023-03-23 02:00:13.197726
3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17.0,21,38,2023-03-23 02:00:13.197726
3148,2011-05-16,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,6.0,8,14,2023-03-23 02:00:13.197726
3149,2011-05-16,2,0,5,2,0,1,1,1,0.5,0.4848,1.0,0.0896,4.0,9,13,2023-03-23 02:00:13.197726
3150,2011-05-16,2,0,5,3,0,1,1,1,0.5,0.4848,0.94,0.1642,1.0,3,4,2023-03-23 02:00:13.197726
3151,2011-05-16,2,0,5,4,0,1,1,1,0.5,0.4848,1.0,0.1343,1.0,5,6,2023-03-23 02:00:13.197726
